Indicator,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Units,Time_Detail,Sex,Age,Disability status,Income,Education,Location,Grounds of discrimination,Nature,Reporting Type,Observation Status,ISOalpha3,Type,SeriesCode,Source,FootNote,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.9,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,URBAN,SEX,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.9,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,URBAN,SEX,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.9,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,URBAN,SEX,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.90,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,RELIGION,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.90,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,URBAN,DIS,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.90,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,RELIGION,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.90,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,SEX,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.8,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,ALLAREA,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.8,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.8,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,OTHER,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.80,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,URBAN,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.80,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,RURAL,RELIGION,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.80,PERCENT,2022,MALE,ALLAGE,_T,_T,_T,RURAL,SEX,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.80,PERCENT,2022,MALE,ALLAGE,_T,_T,_T,RURAL,AGE,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.75,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,URBAN,OTHER,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.75,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,SEX,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,RURAL,SEX,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,MALE,ALLAGE,_T,_T,_T,ALLAREA,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,MALE,ALLAGE,_T,_T,_T,URBAN,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,MALE,ALLAGE,_T,_T,_T,RURAL,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.70,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,OTHER,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.65,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,AGE,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.65,PERCENT,2022,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,OTHER,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.6,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,RURAL,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.6,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,OTHER,E,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2019,0.6,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 25087 women and 11023 men. Discrimination grounds (9): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, poor status, work position, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.60,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,RURAL,OTHER,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",764,Thailand,2022,0.50,PERCENT,2022,FEMALE,ALLAGE,_T,_T,_T,RURAL,AGE,C,G,A,THA,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 21089 women and 9452 men. Discrimination grounds (10): ethnic or immigration origin, sex, sexual orientation, age, religion or belief,  disability, poor status, work position, other. Disaggregation by functional difficulties is for age 18-49 years. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,18.10,PERCENT,2021,BOTHSEX,ALLAGE,PD,_T,_T,ALLAREA,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2024",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,16.80,PERCENT,2021,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2027",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,14.60,PERCENT,2021,MALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2022",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,12.76,PERCENT,2021,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2021",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,12.20,PERCENT,2021,BOTHSEX,ALLAGE,PWD,_T,_T,ALLAREA,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2025",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,10.40,PERCENT,2021,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2023",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",768,Togo,2021,7.90,PERCENT,2021,BOTHSEX,ALLAGE,_T,_T,_T,URBAN,ALL,C,G,A,TGO,Country,VC_VOV_GDSD,"National Statistical Office - Evaluation de l'ODD16, Indicateurs de base, Togo, 2026",Sample size: 3816 ,,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,42.1,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,32.7,PERCENT,2019,FEMALE,ALLAGE,PD,_T,_T,ALLAREA,SEX,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,25.9,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,RURAL,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,24.3,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,ALLAREA,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,24,PERCENT,2019,FEMALE,ALLAGE,PWD,_T,_T,ALLAREA,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,22.55,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,RURAL,ALL,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,21.35,PERCENT,2019,BOTHSEX,ALLAGE,_T,_T,_T,ALLAREA,ALL,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,20.85,PERCENT,2019,BOTHSEX,ALLAGE,PWD,_T,_T,ALLAREA,ALL,E,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,19.2,PERCENT,2019,MALE,ALLAGE,_T,_T,_T,RURAL,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
"10.3.1, 16.b.1",3225,"Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)",776,Tonga,2019,19,PERCENT,2019,FEMALE,ALLAGE,_T,_T,_T,URBAN,ALL,C,G,A,TON,Country,VC_VOV_GDSD,National Statistical Office - Multiple Indicator Cluster Survey (MICS6),"Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 2903 women and 1232 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion or belief, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men.",,,,,,,,,,
