"IndicatorCode","Indicator","ValueType","ParentLocationCode","ParentLocation","Location.type","SpatialDimValueCode","Location","Period.type","Period","IsLatestYear","Dim1.type","Dim1","Dim1ValueCode","Dim2.type","Dim2","Dim2ValueCode","Dim3.type","Dim3","Dim3ValueCode","DataSourceDimValueCode","DataSource","FactValueNumericPrefix","FactValueNumeric","FactValueUoM","FactValueNumericLowPrefix","FactValueNumericLow","FactValueNumericHighPrefix","FactValueNumericHigh","Value","FactValueTranslationID","FactComments","Language","DateModified","Region Name","M49 Code","Sub-region Name"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","VNM","Viet Nam","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.73,NA,NA,69.11,NA,70.49,"69.7 [69.1-70.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",704,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","SUR","Suriname","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.78,NA,NA,68.82,NA,70.9,"69.8 [68.8-70.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",740,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","PRK","Democratic People's Republic of Korea","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.76,NA,NA,69.14,NA,70.45,"69.8 [69.1-70.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",408,"Eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","VUT","Vanuatu","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.81,NA,NA,69.31,NA,70.42,"69.8 [69.3-70.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",548,"Melanesia"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","PHL","Philippines","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.88,NA,NA,69.42,NA,70.38,"69.9 [69.4-70.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",608,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","NPL","Nepal","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.05,NA,NA,69.41,NA,70.65,"70.0 [69.4-70.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",524,"Southern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","VCT","Saint Vincent and the Grenadines","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,NA,NA,69.6,NA,70.56,"70.0 [69.6-70.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",670,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","RUS","Russian Federation","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.02,NA,NA,69.96,NA,70.07,"70.0 [70.0-70.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",643,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","SRB","Serbia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,69.99,NA,NA,69.96,NA,70.09,"70.0 [70.0-70.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",688,"Southern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","JAM","Jamaica","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.14,NA,NA,69.51,NA,70.94,"70.1 [69.5-70.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",388,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AFR","Africa","Country","MUS","Mauritius","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.14,NA,NA,69.71,NA,70.65,"70.1 [69.7-70.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",480,"Sub-Saharan Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","MNG","Mongolia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,NA,NA,69.71,NA,70.59,"70.1 [69.7-70.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",496,"Eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","IDN","Indonesia","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.18,NA,NA,69.46,NA,71.02,"70.2 [69.5-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",360,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","UZB","Uzbekistan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.16,NA,NA,69.61,NA,70.73,"70.2 [69.6-70.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",860,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","DOM","Dominican Republic","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.16,NA,NA,69.57,NA,70.85,"70.2 [69.6-70.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",214,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.23,NA,NA,69.56,NA,71.02,"70.2 [69.6-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",434,"Northern Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","TON","Tonga","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.21,NA,NA,69.58,NA,71,"70.2 [69.6-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",776,"Polynesia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","TJK","Tajikistan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.17,NA,NA,69.66,NA,70.86,"70.2 [69.7-70.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",762,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","PRY","Paraguay","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.27,NA,NA,69.61,NA,70.96,"70.3 [69.6-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",600,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","WSM","Samoa","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.27,NA,NA,69.61,NA,71,"70.3 [69.6-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",882,"Polynesia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","KAZ","Kazakhstan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.28,NA,NA,70.04,NA,70.58,"70.3 [70.0-70.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",398,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","BHS","Bahamas","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.43,NA,NA,69.86,NA,71.17,"70.4 [69.9-71.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",44,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","GRD","Grenada","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.52,NA,NA,69.67,NA,71.42,"70.5 [69.7-71.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",308,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","LAO","Lao People's Democratic Republic","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.51,NA,NA,69.81,NA,71.39,"70.5 [69.8-71.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",418,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","HND","Honduras","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.53,NA,NA,69.97,NA,71.05,"70.5 [70.0-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",340,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","AZE","Azerbaijan","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.5,NA,NA,70.15,NA,70.96,"70.5 [70.2-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",31,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.56,NA,NA,69.77,NA,71.28,"70.6 [69.8-71.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",760,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","MYS","Malaysia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.64,NA,NA,70.43,NA,70.9,"70.6 [70.4-70.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",458,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","MEX","Mexico","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.83,NA,NA,70.67,NA,71.06,"70.8 [70.7-71.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",484,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","UKR","Ukraine","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.91,NA,NA,69.86,NA,71.92,"70.9 [69.9-71.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",804,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,NA,NA,70.53,NA,71.26,"70.9 [70.5-71.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",512,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","MKD","North Macedonia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85,NA,NA,70.56,NA,71.31,"70.9 [70.6-71.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",807,"Southern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","HUN","Hungary","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.94,NA,NA,70.91,NA,71.04,"70.9 [70.9-71.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",348,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","ECU","Ecuador","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,70.95,NA,NA,70.31,NA,71.49,"71.0 [70.3-71.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",218,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","LCA","Saint Lucia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.11,NA,NA,70.34,NA,71.99,"71.1 [70.3-72.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",662,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","MMR","Myanmar","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,NA,NA,70.47,NA,71.89,"71.1 [70.5-71.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",104,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","CUB","Cuba","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.13,NA,NA,70.82,NA,71.57,"71.1 [70.8-71.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",192,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","PSE","occupied Palestinian territory, including east Jerusalem","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.14,NA,NA,70.78,NA,71.63,"71.1 [70.8-71.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",275,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","SVK","Slovakia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.13,NA,NA,71.08,NA,71.26,"71.1 [71.1-71.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",703,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","VEN","Venezuela (Bolivarian Republic of)","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.22,NA,NA,70.48,NA,71.9,"71.2 [70.5-71.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",862,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AFR","Africa","Country","STP","Sao Tome and Principe","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.18,NA,NA,70.73,NA,71.74,"71.2 [70.7-71.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",678,"Sub-Saharan Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","LBN","Lebanon","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.25,NA,NA,70.73,NA,71.89,"71.2 [70.7-71.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",422,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","GEO","Georgia","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.24,NA,NA,71.08,NA,71.41,"71.2 [71.1-71.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",268,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","URY","Uruguay","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.25,NA,NA,71.12,NA,71.41,"71.2 [71.1-71.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",858,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","BGR","Bulgaria","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.31,NA,NA,71.18,NA,71.5,"71.3 [71.2-71.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",100,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","BLZ","Belize","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.36,NA,NA,70.96,NA,71.77,"71.4 [71.0-71.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",84,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","KHM","Cambodia","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.45,NA,NA,70.83,NA,72.23,"71.5 [70.8-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",116,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","IRQ","Iraq","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.47,NA,NA,70.86,NA,72.21,"71.5 [70.9-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",368,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","TUN","Tunisia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.51,NA,NA,70.89,NA,72.2,"71.5 [70.9-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",788,"Northern Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","MAR","Morocco","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.54,NA,NA,70.99,NA,72.16,"71.5 [71.0-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",504,"Northern Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","WPR","Western Pacific","Country","WSM","Samoa","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.58,NA,NA,70.95,NA,72.29,"71.6 [70.9-72.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Oceania",882,"Polynesia"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","BGD","Bangladesh","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.65,NA,NA,70.87,NA,72.38,"71.6 [70.9-72.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",50,"Southern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","COL","Colombia","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.55,NA,NA,71.09,NA,72.02,"71.6 [71.1-72.0]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",170,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","ARG","Argentina","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.59,NA,NA,71.42,NA,71.79,"71.6 [71.4-71.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",32,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","MNE","Montenegro","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.62,NA,NA,71.44,NA,71.89,"71.6 [71.4-71.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",499,"Southern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","POL","Poland","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.55,NA,NA,71.53,NA,71.63,"71.6 [71.5-71.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",616,"Eastern Europe"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","TTO","Trinidad and Tobago","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.71,NA,NA,70.8,NA,72.67,"71.7 [70.8-72.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",780,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","EGY","Egypt","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.71,NA,NA,71.17,NA,72.18,"71.7 [71.2-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",818,"Northern Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","PER","Peru","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.67,NA,NA,71.18,NA,72.25,"71.7 [71.2-72.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",604,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","SLV","El Salvador","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.67,NA,NA,71.16,NA,72.27,"71.7 [71.2-72.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",222,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","THA","Thailand","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.76,NA,NA,70.85,NA,72.81,"71.8 [70.8-72.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",764,"South-eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","TJK","Tajikistan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.81,NA,NA,71.17,NA,72.52,"71.8 [71.2-72.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",762,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","NPL","Nepal","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79,NA,NA,71.26,NA,72.48,"71.8 [71.3-72.5]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",524,"Southern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","GTM","Guatemala","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,NA,NA,71.49,NA,72.36,"71.9 [71.5-72.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",320,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","LBY","Libya","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.18,NA,NA,71.55,NA,72.84,"72.2 [71.6-72.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Africa",434,"Northern Africa"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","KGZ","Kyrgyzstan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.19,NA,NA,71.72,NA,72.73,"72.2 [71.7-72.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",417,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","UZB","Uzbekistan","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.19,NA,NA,71.76,NA,72.72,"72.2 [71.8-72.7]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",860,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","NIC","Nicaragua","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.26,NA,NA,71.76,NA,72.8,"72.3 [71.8-72.8]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",558,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","SYR","Syrian Arab Republic","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.44,NA,NA,71.82,NA,73.29,"72.4 [71.8-73.3]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",760,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","AMR","Americas","Country","BRA","Brazil","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.39,NA,NA,72.23,NA,72.61,"72.4 [72.2-72.6]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Americas",76,"Latin America and the Caribbean"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","TKM","Turkmenistan","Year",2021,"true","Sex","Female","SEX_FMLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,NA,71.83,NA,73.23,"72.5 [71.8-73.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",795,"Central Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","TUR","Türkiye","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.54,NA,NA,72.08,NA,73.08,"72.5 [72.1-73.1]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",792,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EMR","Eastern Mediterranean","Country","OMN","Oman","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.48,NA,NA,72.17,NA,72.88,"72.5 [72.2-72.9]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",512,"Western Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","SEAR","South-East Asia","Country","PRK","Democratic People's Republic of Korea","Year",2021,"true","Sex","Both sexes","SEX_BTSX",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.64,NA,NA,71.84,NA,73.39,"72.6 [71.8-73.4]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Asia",408,"Eastern Asia"
"WHOSIS_000001","Life expectancy at birth (years)","text","EUR","Europe","Country","BIH","Bosnia and Herzegovina","Year",2021,"true","Sex","Male","SEX_MLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,72.56,NA,NA,72.1,NA,73.23,"72.6 [72.1-73.2]",NA,NA,"EN","2024-08-01T22:00:00.000Z","Europe",70,"Southern Europe"
